Loading static graph/features (shared across all trials, k fixed)...
n_train=324
trial 51: hidden_dim=64 n_layers=5 lr=6.73e-03 dropout=0.099 weight_decay=5.27e-06
  trial 57  epoch 28  val_loss=0.00264  best=0.00209  bad_epochs=2
  trial 57  epoch 29  val_loss=0.00200  best=0.00200  bad_epochs=0
  trial 57  epoch 30  val_loss=0.00386  best=0.00200  bad_epochs=1
  trial 57  epoch 31  val_loss=0.00190  best=0.00190  bad_epochs=0
  trial 57  epoch 32  val_loss=0.00233  best=0.00190  bad_epochs=1
  trial 57  epoch 33  val_loss=0.00173  best=0.00173  bad_epochs=0
  trial 57  epoch 34  val_loss=0.00178  best=0.00173  bad_epochs=1
  trial 57  epoch 35  val_loss=0.00185  best=0.00173  bad_epochs=2
  trial 57  epoch 36  val_loss=0.00214  best=0.00173  bad_epochs=3
  trial 57  epoch 37  val_loss=0.00179  best=0.00173  bad_epochs=4
  trial 57  epoch 38  val_loss=0.00191  best=0.00173  bad_epochs=5
  trial 57  epoch 39  val_loss=0.00192  best=0.00173  bad_epochs=6
  trial 57  epoch 40  val_loss=0.00205  best=0.00173  bad_epochs=7
  trial 57  epoch 41  val_loss=0.00165  best=0.00165  bad_epochs=0
  trial 57  epoch 42  val_loss=0.00237  best=0.00165  bad_epochs=1
  trial 57  epoch 43  val_loss=0.00195  best=0.00165  bad_epochs=2
  trial 57  epoch 44  val_loss=0.00181  best=0.00165  bad_epochs=3
  trial 57  epoch 45  val_loss=0.00154  best=0.00154  bad_epochs=0
  trial 57  epoch 46  val_loss=0.00210  best=0.00154  bad_epochs=1
  trial 57  epoch 47  val_loss=0.00177  best=0.00154  bad_epochs=2
  trial 57  epoch 48  val_loss=0.00148  best=0.00148  bad_epochs=0
  trial 57  epoch 49  val_loss=0.00170  best=0.00148  bad_epochs=1
  trial 57  epoch 50  val_loss=0.00137  best=0.00137  bad_epochs=0
  trial 57  epoch 51  val_loss=0.00170  best=0.00137  bad_epochs=1
  trial 57  epoch 52  val_loss=0.00151  best=0.00137  bad_epochs=2
  trial 57  epoch 53  val_loss=0.00133  best=0.00133  bad_epochs=0
  trial 57  epoch 54  val_loss=0.00199  best=0.00133  bad_epochs=1
  trial 57  epoch 55  val_loss=0.00172  best=0.00133  bad_epochs=2
  trial 57  epoch 56  val_loss=0.00128  best=0.00128  bad_epochs=0
  trial 57  epoch 57  val_loss=0.00121  best=0.00121  bad_epochs=0
  trial 57  epoch 58  val_loss=0.00140  best=0.00121  bad_epochs=1
  trial 57  epoch 59  val_loss=0.00135  best=0.00121  bad_epochs=2
trial 58: hidden_dim=64 n_layers=5 lr=1.51e-03 dropout=0.042 weight_decay=2.08e-06
  trial 58  epoch 0  val_loss=0.01509  best=0.01509  bad_epochs=0
  trial 58  epoch 1  val_loss=0.01270  best=0.01270  bad_epochs=0
  trial 58  epoch 2  val_loss=0.00969  best=0.00969  bad_epochs=0
  trial 58  epoch 3  val_loss=0.00931  best=0.00931  bad_epochs=0
  trial 58  epoch 4  val_loss=0.00762  best=0.00762  bad_epochs=0
  trial 58  epoch 5  val_loss=0.00746  best=0.00746  bad_epochs=0
  trial 58  epoch 6  val_loss=0.01330  best=0.00746  bad_epochs=1
  trial 58  epoch 7  val_loss=0.00584  best=0.00584  bad_epochs=0
  trial 58  epoch 8  val_loss=0.00560  best=0.00560  bad_epochs=0
  trial 58  epoch 9  val_loss=0.00831  best=0.00560  bad_epochs=1
  trial 58  epoch 10  val_loss=0.00553  best=0.00553  bad_epochs=0
  trial 58  epoch 11  val_loss=0.00498  best=0.00498  bad_epochs=0
  trial 58  epoch 12  val_loss=0.00783  best=0.00498  bad_epochs=1
  trial 58  epoch 13  val_loss=0.00384  best=0.00384  bad_epochs=0
  trial 58  epoch 14  val_loss=0.00367  best=0.00367  bad_epochs=0
  trial 58  epoch 15  val_loss=0.00343  best=0.00343  bad_epochs=0
  trial 58  epoch 16  val_loss=0.00333  best=0.00333  bad_epochs=0
  trial 58  epoch 17  val_loss=0.00857  best=0.00333  bad_epochs=1
  trial 58  epoch 18  val_loss=0.00304  best=0.00304  bad_epochs=0
  trial 58  epoch 19  val_loss=0.00320  best=0.00304  bad_epochs=1
  trial 58  epoch 20  val_loss=0.00269  best=0.00269  bad_epochs=0
  trial 58  epoch 21  val_loss=0.00265  best=0.00265  bad_epochs=0
  trial 58  epoch 22  val_loss=0.00413  best=0.00265  bad_epochs=1
  trial 58  epoch 23  val_loss=0.00244  best=0.00244  bad_epochs=0
  trial 58  epoch 24  val_loss=0.00260  best=0.00244  bad_epochs=1
  trial 58  epoch 25  val_loss=0.00432  best=0.00244  bad_epochs=2
  trial 58  epoch 26  val_loss=0.00385  best=0.00244  bad_epochs=3
  trial 58  epoch 27  val_loss=0.00239  best=0.00239  bad_epochs=0
  trial 58  epoch 28  val_loss=0.00288  best=0.00239  bad_epochs=1
  trial 58  epoch 29  val_loss=0.00255  best=0.00239  bad_epochs=2
  trial 58  epoch 30  val_loss=0.00229  best=0.00229  bad_epochs=0
  trial 58  epoch 31  val_loss=0.00217  best=0.00217  bad_epochs=0
  trial 58  epoch 32  val_loss=0.00235  best=0.00217  bad_epochs=1
  trial 58  epoch 33  val_loss=0.00193  best=0.00193  bad_epochs=0
  trial 58  epoch 34  val_loss=0.00183  best=0.00183  bad_epochs=0
  trial 58  epoch 35  val_loss=0.00247  best=0.00183  bad_epochs=1
  trial 58  epoch 36  val_loss=0.00198  best=0.00183  bad_epochs=2
  trial 58  epoch 37  val_loss=0.00214  best=0.00183  bad_epochs=3
  trial 58  epoch 38  val_loss=0.00222  best=0.00183  bad_epochs=4
  trial 58  epoch 39  val_loss=0.00204  best=0.00183  bad_epochs=5
  trial 58  epoch 40  val_loss=0.00185  best=0.00183  bad_epochs=6
  trial 58  epoch 41  val_loss=0.00159  best=0.00159  bad_epochs=0
  trial 58  epoch 42  val_loss=0.00237  best=0.00159  bad_epochs=1
  trial 58  epoch 43  val_loss=0.00155  best=0.00155  bad_epochs=0
  trial 58  epoch 44  val_loss=0.00169  best=0.00155  bad_epochs=1
  trial 58  epoch 45  val_loss=0.00156  best=0.00155  bad_epochs=2
  trial 58  epoch 46  val_loss=0.00195  best=0.00155  bad_epochs=3
  trial 58  epoch 47  val_loss=0.00134  best=0.00134  bad_epochs=0
  trial 58  epoch 48  val_loss=0.00149  best=0.00134  bad_epochs=1
  trial 58  epoch 49  val_loss=0.00187  best=0.00134  bad_epochs=2
  trial 58  epoch 50  val_loss=0.00150  best=0.00134  bad_epochs=3
  trial 58  epoch 51  val_loss=0.00211  best=0.00134  bad_epochs=4
  trial 58  epoch 52  val_loss=0.00148  best=0.00134  bad_epochs=5
  trial 58  epoch 53  val_loss=0.00132  best=0.00132  bad_epochs=0
  trial 58  epoch 54  val_loss=0.00138  best=0.00132  bad_epochs=1
  trial 58  epoch 55  val_loss=0.00159  best=0.00132  bad_epochs=2
  trial 58  epoch 56  val_loss=0.00138  best=0.00132  bad_epochs=3
  trial 58  epoch 57  val_loss=0.00132  best=0.00132  bad_epochs=0
  trial 58  epoch 58  val_loss=0.00137  best=0.00132  bad_epochs=1
  trial 58  epoch 59  val_loss=0.00195  best=0.00132  bad_epochs=2
trial 59: hidden_dim=64 n_layers=5 lr=1.52e-03 dropout=0.039 weight_decay=2.28e-06
  trial 59  epoch 0  val_loss=0.01510  best=0.01510  bad_epochs=0
  trial 59  epoch 1  val_loss=0.01274  best=0.01274  bad_epochs=0
  trial 59  epoch 2  val_loss=0.00966  best=0.00966  bad_epochs=0
  trial 59  epoch 3  val_loss=0.00971  best=0.00966  bad_epochs=1
  trial 59  epoch 4  val_loss=0.00761  best=0.00761  bad_epochs=0
  trial 59  epoch 5  val_loss=0.00748  best=0.00748  bad_epochs=0
  trial 59  epoch 6  val_loss=0.01239  best=0.00748  bad_epochs=1
  trial 59  epoch 7  val_loss=0.00568  best=0.00568  bad_epochs=0
  trial 59  epoch 8  val_loss=0.00539  best=0.00539  bad_epochs=0
  trial 59  epoch 9  val_loss=0.00839  best=0.00539  bad_epochs=1
  trial 59  epoch 10  val_loss=0.00611  best=0.00539  bad_epochs=2
  trial 59  epoch 11  val_loss=0.00519  best=0.00519  bad_epochs=0
  trial 59  epoch 12  val_loss=0.00615  best=0.00519  bad_epochs=1
  trial 59  epoch 13  val_loss=0.00471  best=0.00471  bad_epochs=0
  trial 59  epoch 14  val_loss=0.00365  best=0.00365  bad_epochs=0
  trial 59  epoch 15  val_loss=0.00340  best=0.00340  bad_epochs=0
  trial 59  epoch 16  val_loss=0.00377  best=0.00340  bad_epochs=1
  trial 59  epoch 17  val_loss=0.00454  best=0.00340  bad_epochs=2
  trial 59  epoch 18  val_loss=0.00294  best=0.00294  bad_epochs=0
  trial 59  epoch 19  val_loss=0.00305  best=0.00294  bad_epochs=1
  trial 59  epoch 20  val_loss=0.00318  best=0.00294  bad_epochs=2
  trial 59  epoch 21  val_loss=0.00261  best=0.00261  bad_epochs=0
  trial 59  epoch 22  val_loss=0.00369  best=0.00261  bad_epochs=1
  trial 59  epoch 23  val_loss=0.00244  best=0.00244  bad_epochs=0
  trial 59  epoch 24  val_loss=0.00269  best=0.00244  bad_epochs=1
  trial 59  epoch 25  val_loss=0.00381  best=0.00244  bad_epochs=2
  trial 59  epoch 26  val_loss=0.00253  best=0.00244  bad_epochs=3
  trial 59  epoch 27  val_loss=0.00269  best=0.00244  bad_epochs=4
  trial 59  epoch 28  val_loss=0.00225  best=0.00225  bad_epochs=0
  trial 59  epoch 29  val_loss=0.00227  best=0.00225  bad_epochs=1
  trial 59  epoch 30  val_loss=0.00239  best=0.00225  bad_epochs=2
  trial 59  epoch 31  val_loss=0.00225  best=0.00225  bad_epochs=3
  trial 59  epoch 32  val_loss=0.00249  best=0.00225  bad_epochs=4
  trial 59  epoch 33  val_loss=0.00217  best=0.00217  bad_epochs=0
  trial 59  epoch 34  val_loss=0.00174  best=0.00174  bad_epochs=0
  trial 59  epoch 35  val_loss=0.00215  best=0.00174  bad_epochs=1
  trial 59  epoch 36  val_loss=0.00213  best=0.00174  bad_epochs=2
  trial 59  epoch 37  val_loss=0.00289  best=0.00174  bad_epochs=3
  trial 59  epoch 38  val_loss=0.00230  best=0.00174  bad_epochs=4
  trial 59  epoch 39  val_loss=0.00184  best=0.00174  bad_epochs=5
  trial 59  epoch 40  val_loss=0.00253  best=0.00174  bad_epochs=6
  trial 59  epoch 41  val_loss=0.00185  best=0.00174  bad_epochs=7
  trial 59  epoch 42  val_loss=0.00198  best=0.00174  bad_epochs=8
  trial 59  epoch 43  val_loss=0.00184  best=0.00174  bad_epochs=9
  trial 59  epoch 44  val_loss=0.00163  best=0.00163  bad_epochs=0
  trial 59  epoch 45  val_loss=0.00145  best=0.00145  bad_epochs=0
  trial 59  epoch 46  val_loss=0.00180  best=0.00145  bad_epochs=1
  trial 59  epoch 47  val_loss=0.00185  best=0.00145  bad_epochs=2
  trial 59  epoch 48  val_loss=0.00161  best=0.00145  bad_epochs=3
  trial 59  epoch 49  val_loss=0.00232  best=0.00145  bad_epochs=4
  trial 59  epoch 50  val_loss=0.00140  best=0.00140  bad_epochs=0
  trial 59  epoch 51  val_loss=0.00168  best=0.00140  bad_epochs=1
  trial 59  epoch 52  val_loss=0.00160  best=0.00140  bad_epochs=2
  trial 59  epoch 53  val_loss=0.00146  best=0.00140  bad_epochs=3
  trial 59  epoch 54  val_loss=0.00148  best=0.00140  bad_epochs=4
  trial 59  epoch 55  val_loss=0.00129  best=0.00129  bad_epochs=0
  trial 59  epoch 56  val_loss=0.00147  best=0.00129  bad_epochs=1
  trial 59  epoch 57  val_loss=0.00121  best=0.00121  bad_epochs=0
  trial 59  epoch 58  val_loss=0.00154  best=0.00121  bad_epochs=1
  trial 59  epoch 59  val_loss=0.00149  best=0.00121  bad_epochs=2
trial 60: hidden_dim=64 n_layers=5 lr=1.11e-03 dropout=0.041 weight_decay=2.10e-06
  trial 60  epoch 0  val_loss=0.01462  best=0.01462  bad_epochs=0
  trial 60  epoch 1  val_loss=0.01221  best=0.01221  bad_epochs=0
  trial 60  epoch 2  val_loss=0.00935  best=0.00935  bad_epochs=0
  trial 60  epoch 3  val_loss=0.00856  best=0.00856  bad_epochs=0
  trial 60  epoch 4  val_loss=0.00728  best=0.00728  bad_epochs=0
  trial 60  epoch 5  val_loss=0.00682  best=0.00682  bad_epochs=0
  trial 60  epoch 6  val_loss=0.00705  best=0.00682  bad_epochs=1
  trial 60  epoch 7  val_loss=0.00573  best=0.00573  bad_epochs=0
  trial 60  epoch 8  val_loss=0.01001  best=0.00573  bad_epochs=1
  trial 60  epoch 9  val_loss=0.00978  best=0.00573  bad_epochs=2
  trial 60  epoch 10  val_loss=0.00706  best=0.00573  bad_epochs=3
  trial 60  epoch 11  val_loss=0.00429  best=0.00429  bad_epochs=0
  trial 60  epoch 12  val_loss=0.00395  best=0.00395  bad_epochs=0
  trial 60  epoch 13  val_loss=0.00396  best=0.00395  bad_epochs=1
  trial 60  epoch 14  val_loss=0.00372  best=0.00372  bad_epochs=0
  trial 60  epoch 15  val_loss=0.00343  best=0.00343  bad_epochs=0
  trial 60  epoch 16  val_loss=0.00361  best=0.00343  bad_epochs=1
  trial 60  epoch 17  val_loss=0.00706  best=0.00343  bad_epochs=2
  trial 60  epoch 18  val_loss=0.00318  best=0.00318  bad_epochs=0
  trial 60  epoch 19  val_loss=0.00298  best=0.00298  bad_epochs=0
  trial 60  epoch 20  val_loss=0.00339  best=0.00298  bad_epochs=1
  trial 60  epoch 21  val_loss=0.00333  best=0.00298  bad_epochs=2
  trial 60  epoch 22  val_loss=0.00304  best=0.00298  bad_epochs=3
  trial 60  epoch 23  val_loss=0.00290  best=0.00290  bad_epochs=0
  trial 60: pruned at epoch 23 (val_loss=0.00290)
trial 61: hidden_dim=64 n_layers=5 lr=1.62e-03 dropout=0.013 weight_decay=2.47e-06
  trial 61  epoch 0  val_loss=0.01511  best=0.01511  bad_epochs=0
